stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding,level_id
STN_A08,FRIENDSHIP HEIGHTS METRORAIL STATION,,38.95938372,-77.08502166,4,1,,1,
STN_A07,TENLEYTOWN-AU METRORAIL STATION,,38.94888613,-77.07967233,53,1,,1,
STN_A06,VAN NESS-UDC  METRORAIL STATION,,38.9432111,-77.06295344,10,1,,1,
STN_A05,CLEVELAND PARK METRORAIL STATION,,38.9349115,-77.0581274,10,1,,1,
STN_A04,WOODLEY PARK METRORAIL STATION,,38.9255617,-77.05269219,10,1,,1,
STN_A03,DUPONT CIRCLE METRORAIL STATION,,38.90990924,-77.04359665,10,1,,1,
STN_A02,FARRAGUT NORTH METRORAIL STATION,,38.90314683,-77.03966844,10,1,,1,
STN_A01_C01,METRO CENTER METRORAIL STATION,,38.89832112,-77.02808839,10,1,,1,
PLF_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,MCPHERSON SQ,OR/BL/SV LINES TO VIENNA/FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.9013806,-77.0329659,10,3,STN_C02,1,C03_L2
PLF_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,MCPHERSON SQ,OR/BL/SV LINES TO NEW CARROLLTON/DOWNTOWN LARGO,38.90128802,-77.03296249,10,3,STN_C02,1,C03_L1
PLF_N06_SV_DOWNTOWN_LARGO,WIEHLE-RESTON EAST - SILVER LINE PLATFORM TO DOWNTOWN LARGO,SILVER LINE PLATFORM TO DOWNTOWN LARGO,38.94778604,-77.34028049,91,3,STN_N06,1,
PLF_N04_SV_WIEHLE_RESTON_EAST,SPRING HILL,SILVER LINE PLATFORM TO WIEHLE-RESTON EAST,38.92923339,-77.2418629,90,3,STN_N04,1,N06_L2
PLF_N04_SV_DOWNTOWN_LARGO,SPRING HILL,SILVER LINE PLATFORM TO DOWNTOWN LARGO,38.92918792,-77.24192616,90,3,STN_N04,1,N06_L2
PLF_N03_SV_WIEHLE_RESTON_EAST,GREENSBORO - SILVER LINE PLATFORM TO WIEHLE-RESTON EAST,SILVER LINE PLATFORM TO WIEHLE-RESTON EAST,38.92129025,-77.23413611,89,3,STN_N03,1,N04_L1
PLF_N03_SV_DOWNTOWN_LARGO,GREENSBORO - SILVER LINE PLATFORM TO DOWNTOWN LARGO,SILVER LINE PLATFORM TO DOWNTOWN LARGO,38.92125045,-77.23420242,89,3,STN_N03,1,N04_L1
PLF_N02_SV_WIEHLE_RESTON_EAST,TYSONS METRORAIL STATION -  SILVER LINE PLATFORM TO WIEHLE-RESTON EAST,SILVER LINE PLATFORM TO WIEHLE-RESTON EAST,38.92070222,-77.22163829,88,3,STN_N02,1,N03_L2
PLF_N02_SV_DOWNTOWN_LARGO,TYSONS METRORAIL STATION - SILVER LINE PLATFORM TO DOWNTOWN LARGO,SILVER LINE PLATFORM TO DOWNTOWN LARGO,38.92064076,-77.22162905,88,3,STN_N02,1,N03_L2
PLF_N01_SV_WIEHLE_RESTON_EAST,MCLEAN,SILVER LINE PLATFORM TO WIEHLE-RESTON EAST,38.92439111,-77.21046481,87,3,STN_N01,1,N02_L2
PLF_N01_SV_DOWNTOWN_LARGO,MCLEAN,SILVER LINE PLATFORM TO DOWNTOWN LARGO,38.92434195,-77.2104306,87,3,STN_N01,1,N02_L2
PLF_K08_OR_NEW_CARROLLTON,VIENNA,ORANGE LINE PLATFORM TO NEW CARROLLTON,38.87758321,-77.27219749,3,3,STN_K08,1,N02_L2
PLF_K07_OR_VIENNA,DUNN LORING,ORANGE LINE PLATFORM TO VIENNA,38.88334706,-77.22820972,3,3,STN_K07,1,N01_L1
PLF_K07_OR_NEW_CARROLLTON,DUNN LORING,ORANGE LINE PLATFORM TO NEW CARROLLTON,38.88329715,-77.22818258,3,3,STN_K07,1,N01_L1
PLF_K06_OR_VIENNA,WEST FALLS CHURCH,ORANGE LINE PLATFORM TO VIENNA,38.90084158,-77.18929807,2,3,STN_K06,1,K08_L0
PLF_K06_OR_NEW_CARROLLTON,WEST FALLS CHURCH,ORANGE LINE PLATFORM TO NEW CARROLLTON,38.90071475,-77.18928863,2,3,STN_K06,1,K07_L0
PLF_K05_OR_SV_VIENNA_WIEHLE_RESTON_EAST,EAST FALLS CHURCH,ORANGE/SILVER LINE - PLATFORM TO VIENNA/WIEHLE-RESTON EAST,38.8860809,-77.1570369,1,3,STN_K05,1,K06_L2
PLF_K05_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,EAST FALLS CHURCH,ORANGE/SILVER LINE -  PLATFORM TO NEW CARROLLTON/DOWNTOWN LARGO,38.88602913,-77.1570658,1,3,STN_K05,1,K06_L1
PLF_K04_OR_SV_VIENNA_WIEHLE_RESTON_EAST,BALLSTON-MU,ORANGE/SILVER LINE PLATFORM TO VIENNA/WIEHLE RESTON-EAST,38.88230696,-77.11291976,1,3,STN_K04,1,K05_L1
PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,BALLSTON-MU,ORANGE/SILVER LINE PLATFORM TO NEW CARROLLTON/DOWNTOWN LARGO,38.88221297,-77.11291584,1,3,STN_K04,1,K04_L2
PLF_K03_OR_SV_VIENNA_WIEHLE_RESTON_EAST,VIRGINIA SQ-GMU,ORANGE/SILVER LINE PLATFORM TO VIENNA/WIEHLE-RESTON EAST,38.88349538,-77.10296084,58,3,STN_K03,1,K04_L3
PLF_K03_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,VIRGINIA SQ-GMU,ORANGE/SILVER LINE PLATFORM TO NEW CARROLLTON/DOWNTOWN LARGO,38.88342483,-77.1029115,58,3,STN_K03,1,K04_L2
PLF_K02_OR_SV_VIENNA_WIEHLE_RESTON_EAST,CLARENDON,ORANGE/SILVER LINE PLATFORM TO VIENNA/WIEHLE RESTON-EAST,38.88678708,-77.09543881,1,3,STN_K02,1,K03_L2
PLF_K02_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,CLARENDON,ORANGE/SILVER LINE PLATFORM TO NEW CARROLLTON/DOWNTOWN LARGO,38.88670684,-77.09537622,1,3,STN_K02,1,K03_L1
PLF_K01_OR_SV_VIENNA_WIEHLE_RESTON_EAST,COURT HOUSE,COURT HOUSE - ORANGE/SILVER LINE TO VIENNA/WIEHLE RESTON EAST,38.89031971,-77.08676121,1,3,STN_K01,1,K02_L2
PLF_K01_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,COURT HOUSE,COURT HOUSE - ORANGE/SILVER LINE TO NEW CARROLLTON/DOWNTOWN LARGO,38.89028365,-77.08673921,1,3,STN_K01,1,K02_L3
PLF_J03_BL_DOWNTOWN_LARGO,FRANCONIA SPRINGFIELD,BLUE LINE TO DOWNTOWN LARGO,38.76640314,-77.16812277,3,3,STN_J03,1,K01_L2
PLF_J02_BL_FRANCONIA_SPRINGFIELD,VAN DORN,BLUE LINE TO FRANCONIA-SPRINGFIELD,38.7993205,-77.12924474,71,3,STN_J02,1,K01_L3
PLF_J02_BL_DOWNTOWN_LARGO,VAN DORN,BLUE LINE TO DOWNTOWN LARGO,38.79925427,-77.1292301,71,3,STN_J02,1,K01_L3
PLF_G05_BL_SV_FRANCONIA_SPRINGFIELD_WIEHLE_RESTON,DOWNTOWN LARGO,DOWNTOWN LARGO - BLUE/SILVER LINE TO FRANCONIA-SPRINGFIELD/WIEHLE RESTON EAST,38.90074526,-76.84439002,86,3,STN_G05,1,J03_L1
PLF_G04_BL_SV_FRANCONIA_SPRINGFIELD_WIEHLE_RESTON,MORGAN BOULEVARD,MORGAN BOULEVARD - BLUE/SILVER LINE TO FRANCONIA-SPRINGFIELD/WIEHLE RESTON EAST,38.89400306,-76.86775524,85,3,STN_G04,1,G05_L1
PLF_G04_BL_SV_DOWNTOWN_LARGO,MORGAN BOULEVARD,MORGAN BOULEVARD - BLUE/SILVER LINE TO DOWNTOWN LARGO,38.89395528,-76.8677247,85,3,STN_G04,1,G05_L0
PLF_G03_BL_SV_FRANCONIA_SPRINGFIELD_WIEHLE_RESTON,ADDISON ROAD,ADDISON ROAD - BLUE/SILVER LINE TO FRANCONIA/SPRINGFIELD AND WIEHLE RESTON EAST,38.88674713,-76.89514708,1,3,STN_G03,1,G05_L2
PLF_G03_BL_SV_DOWNTOWN_LARGO,ADDISON ROAD,ADDISON ROAD - BLUE/SILVER LINE TO DOWNTOWN LARGO,38.88670038,-76.89514864,1,3,STN_G03,1,G05_L2
PLF_G02_BL_SV_FRANCONIA_SPRINGFIELD_WIEHLE_RESTON,CAPITOL HEIGHTS,CAPITOL HEIGHTS - BLUE/SILVER LINE TO FRANCONIA-SPRINGFIELD/WIEHLE RESTON EAST,38.88949283,-76.91221558,5,3,STN_G02,1,G04_L1
PLF_G02_BL_SV_DOWNTOWN_LARGO,CAPITOL HEIGHTS,CAPITOL HEIGHTS - BLUE/SILVER LINE TO DOWNTOWN LARGO,38.88944811,-76.91222469,5,3,STN_G02,1,G04_L0
PLF_G01_BL_SV_FRANCONIA_SPRINGFIELD_WIEHLE_RESTON,BENNING RD,BENNING RD - BLUE/SILVER LINE PLATFORM TO FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.89083225,-76.93817531,10,3,STN_G01,1,G03_L1
PLF_G01_BL_SV_DOWNTOWN_LARGO,BENNING RD,BENNING RD - BLUE/SILVER LINE  TO DOWNTOWN LARGO,38.8907937,-76.93820918,10,3,STN_G01,1,G03_L0
PLF_F11_GR_GREENBELT,BRANCH AVE,GREEN LINE PLATFORM TO GREENBELT,38.82674142,-76.91180868,83,3,STN_F11,1,G02_L2
PLF_F10_GR_GREENBELT,SUITLAND,GREEN LINE PLATFORM TO GREENBELT,38.84455113,-76.93269823,82,3,STN_F10,1,G01_L2
PLF_F10_GR_BRANCH_AVE,SUITLAND,GREEN LINE PLATFORM TO BRANCH AVE,38.84451332,-76.93275234,82,3,STN_F10,1,G01_L1
PLF_F09_GR_GREENBELT,NAYLOR RD,GREEN LINE PLATFORM TO GREENBELT,38.85116355,-76.95647415,81,3,STN_F09,1,F11_L1
PLF_F09_GR_BRANCH_AVE,NAYLOR RD,GREEN LINE PLATFORM TO BRANCH AVE,38.85111402,-76.95646318,81,3,STN_F09,1,F11_L0
PLF_F08_GR_GREENBELT,SOUTHERN AVE,GREEN LINE PLATFORM TO GREENBELT,38.84101129,-76.97516512,80,3,STN_F08,1,F10_L1
PLF_F08_GR_BRANCH_AVE,SOUTHERN AVE,GREEN LINE PLATFORM TO BRANCH AVE,38.84097869,-76.97512494,80,3,STN_F08,1,F10_L1
PLF_F07_GR_GREENBELT,CONGRESS HEIGHTS,GREEN LINE PLATFORM TO GREENBELT,38.84559307,-76.98833301,79,3,STN_F07,1,F08_L0
PLF_F07_GR_BRANCH_AVE,CONGRESS HEIGHTS,GREEN LINE PLATFORM TO BRANCH AVE,38.84557176,-76.98837744,79,3,STN_F07,1,F08_UL1
PLF_F06_GR_GREENBELT,ANACOSTIA,GREEN LINE TO GREENBELT,38.86246644,-76.9952785,10,3,STN_F06,1,F07_L0
PLF_F06_GR_BRANCH_AVE,ANACOSTIA,GREEN LINE TO BRANCH AVE,38.86245143,-76.99535125,10,3,STN_F06,1,F07_L1
PLF_F05_GR_GREENBELT,NAVY YARD-BALLPARK,GREEN LINE PLATFORM TO GREENBELT,38.87649527,-77.00531819,10,3,STN_F05,1,F06_L0
PLF_F05_GR_BRANCH_AVE,NAVY YARD-BALLPARK,GREEN LINE PLATFORM TO BRANCH AVE,38.87643479,-77.00531852,10,3,STN_F05,1,F06_L1
PLF_F04_GR_GREENBELT,WATERFRONT,GREEN LINE TO GREENBELT,38.87647404,-77.0178945,10,3,STN_F04,1,F05_L1
PLF_F04_GR_BRANCH_AVE,WATERFRONT,GREEN LINE TO BRANCE AVE,38.87642288,-77.01789341,10,3,STN_F04,1,F05_L2
PLF_F02_GR_YL_GREENBELT_FORT_TOTTEN,ARCHIVES,ARCHIVES  - GREEN/YELLOW LINE PLATFORM TO GREENBELT/FORT TOTTEN,38.89350508,-77.02186593,10,3,STN_F02,1,F05_L1
PLF_F02_GR_YL_BRANCH_AVE_HUNTINGTON,ARCHIVES,ARCHIVES  - GREEN/YELLOW LINE PLATFORM TO BRANCH AVE/HUNTINGTON,38.89350536,-77.02194551,10,3,STN_F02,1,F05_L2
PLF_E09_GR_YL_GREENBELT,COLLEGE PARK-U OF MD,COLLEGE PARK U-OF MD - GREEN/YELLOW LINE TO GREENBELT,38.97839586,-76.92826355,8,3,STN_E09,1,F02_L1
PLF_E09_GR_YL_BRANCH_AVE_HUNTINGTON,COLLEGE PARK-U OF MD,COLLEGE PARK U-OF MD - GREEN/YELLOW LINE TO BRANCH AVE/HUNTINGTON,38.97841073,-76.92832678,8,3,STN_E09,1,F02_L2
PLF_E08_YL_GR_HUNTINGTON_BRANCH_AVE,HYATTSVILLE CROSSING,HYATTSVILLE CROSSING - YELLOW/GREEN LINE TO HUNTINGTON/BRANCH AVE,38.96533004,-76.95631524,5,3,STN_E08,1,E10_L1
PLF_E08_YL_GR_GREENBELT,HYATTSVILLE CROSSING,HYATTSVILLE CROSSING - YELLOW/GREEN LINE TO GREENBELT,38.96523164,-76.95631901,5,3,STN_E08,1,E09_L0
PLF_E07_GR_YL_GREENBELT,WEST HYATTSVILLE,GREEN LINE/YELLOW LINE TO GREENBELT,38.95550402,-76.96930163,5,3,STN_E07,1,E08_L0
PLF_E07_GR_YL_BRANCH_AVE_HUNTINGTON,WEST HYATTSVILLE,GREEN LINE/YELLOW LINE TO BRANCH AVE/HUNTINGTON,38.955546,-76.96942752,5,3,STN_E07,1,E08_L0
PLF_E03_GR_YL_GREENBELT_FORT_TOTTEN,U ST,GREEN/YELLOW LINE PLATFORM TO GREENBELT/FORT TOTTEN,38.91697361,-77.02805614,70,3,STN_E03,1,E04_L1
PLF_E03_GR_YL_BRANCH_AVE_HUNTINGTON,U ST,GREEN/YELLOW LINE PLATFORM TO BRANCH AVE/HUNTINGTON,38.9170287,-77.02805522,70,3,STN_E03,1,E04_L1
PLF_E02_GR_YL_GREENBELT_FORT_TOTTEN,SHAW-HOWARD U,GREEN/YELLOW LINE PLATFORM TO GREENBELT/FORT TOTTEN,38.91381274,-77.02188992,69,3,STN_E02,1,E03_L1
PLF_E02_GR_YL_BRANCH_AVE_HUNTINGTON,SHAW-HOWARD U,GREEN/YELLOW LINE PLATFORM TO BRANCH AVE/HUNTINGTON,38.91381289,-77.02195072,69,3,STN_E02,1,E03_L1
PLF_E01_GR_YL_GREENBELT_FORT_TOTTEN,MT VERNON SQ,MT VERNON SQ - GREEN/YELLOW LINE TO GREENBELT/FORT TOTTEN,38.90653604,-77.02188345,66,3,STN_E01,1,E02_L1
PLF_E01_GR_YL_BRANCH_AVE_HUNTINGTON,MT VERNON SQ,MT VERNON SQ - GREEN/YELLOW LINE TO BRANCH AVE/HUNTINGTON,38.9065364,-77.02195399,66,3,STN_E01,1,E02_L0
PLF_D12_OR_VIENNA_FAIRFAX/GMU,LANDOVER,ORANGE LINE PLATFORM TO VIENNA-FAIRFAX/GMU,38.93365138,-76.89098014,5,3,STN_D12,1,E01_L2
PLF_D12_OR_NEW_CARROLLTON,LANDOVER,ORANGE LINE PLATFORM TO NEW CARROLLTON,38.93369514,-76.891027,5,3,STN_D12,1,E01_L1
PLF_D11_OR_VIENNA_FAIRFAX-GMU,CHEVERLY,ORANGE LINE PLATFORM TO VIENNA FAIRFAX-GMU,38.91668305,-76.91668551,5,3,STN_D11,1,D13_L2
PLF_D11_OR_NEW_CARROLLTON,CHEVERLY,ORANGE LINE PLATFORM TO NEW CARROLLTON,38.91658457,-76.91663293,5,3,STN_D11,1,D13_L2
PLF_D10_OR_VIENNA,DEANWOOD,ORANGE LINE PLATFORM TO VIENNA,38.90836149,-76.93499941,10,3,STN_D10,1,D11_L1
PLF_D10_OR_NEW_CARROLLTON,DEANWOOD,ORANGE LINE PLATFORM TO NEW CARROLLTON,38.9083398,-76.93497343,10,3,STN_D10,1,D11_L1
PLF_D09_OR_VIENNA,MINNESOTA AVE,MINNESOTA AVE - ORANGE LINE TO VIENNA,38.89929404,-76.9466144,10,3,STN_D09,1,D10_L1
PLF_D09_OR_NEW_CARROLLTON,MINNESOTA AVE,MINNESOTA AVE - ORANGE LINE TO NEW CARROLLTON,38.89926053,-76.94657186,10,3,STN_D09,1,D11_L2
PLF_D08_OR_BL_SV_VIENNA_FRANCONIA_WIEHLE,STADIUM ARMORY,ORANGE LINE/BLUE LINE/SILVER LINE TO VIENNA/FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.88647332,-76.97711049,10,3,STN_D08,1,D10_L2
PLF_D08_OR_BL_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,STADIUM ARMORY,ORANGE LINE/BLUE LINE/SILVER LINE TO NEW CARROLLTON/DOWNTOWN LARGO,38.88647376,-76.9770246,10,3,STN_D08,1,D10_L2
PLF_D07_OR_BL_SV_VIENNA_FRANCONIA_WIEHLE-RESTON,POTOMAC AVE,ORANGE LINE/BLUE LINE/SILVER LINE TO VIENNA/FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.881286,-76.98553177,10,3,STN_D07,1,D08_L1
PLF_D07_OR_BL_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,POTOMAC AVE,ORANGE LINE/BLUE LINE/SILVER LINE TO NEW CARROLLTON/DOWNTOWN LARGO,38.88123896,-76.98553254,10,3,STN_D07,1,D08_L1
PLF_D06_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE-RESTON,EASTERN MARKET,ORANGE LINE/BLUE LINE/SILVER LINE TO VIENNA/FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.88460563,-76.9959539,10,3,STN_D06,1,D08_L1
PLF_D06_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,EASTERN MARKET,ORANGE LINE/BLUE LINE/SILVER LINE TO NEW CARROLLTON/DOWNTOWN LARGO,38.88455611,-76.99598486,10,3,STN_D06,1,D08_L1
PLF_D05_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE-RESTON,CAPITOL SOUTH,ORANGE LINE/BLUE LINE/SILVER LINE TO VIENNA/FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.88509494,-77.00550606,10,3,STN_D05,1,D07_L2
PLF_D05_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,CAPITOL SOUTH,ORANGE LINE/BLUE LINE/SILVER LINE TO NEW CAROLLTON/DOWNTOWN LARGO,38.88503714,-77.00550547,10,3,STN_D05,1,D07_L2
PLF_D04_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,FEDERAL CENTER SW,ORANGE LINE/BLUE LINE/SILVER LINE TO VIENNA/FRANCONIA-SPRINGFIELD/WIEHLE-RESTON EAST,38.8850963,-77.01567984,10,3,STN_D04,1,D06_L1
